	cusip	industry	name	sector	stocksymbol
463	01879R106	n/a	ALLIANCEBERNSTEIN GBL HGH IN	n/a	NYSE:AWF
464	01881G106		ALLIANCEBERNSTEIN HOLDING LP		
465	01881M442		ALLIANCEBERNSTEIN INCOME FUN		
466	01864U106	n/a	ALLIANCEBERNSTEIN NATL MUNI	n/a	NYSE:AFB
467	18802108		ALLIANT ENERGY CORP		
468	188021085		ALLIANT ENERGY CORP		
469	018802108	Power Generation	ALLIANT ENERGY CORP	Public Utilities	NYSE:LNT
470	018918698		ALLIANZ FDS		
471	D03080112		ALLIANZ SE		
472	018805101		ALLIANZ SE		
473	01880510		ALLIANZ SE ADR		
474	018828103	n/a	ALLIANZGI CONV & INCOME FD	n/a	NYSE:NCV
475	018825109	n/a	ALLIANZGI CONV & INCOME FD I	n/a	NYSE:NCZ
476	01883J108	n/a	ALLIANZGI DIVERS INC & CNV F	n/a	NYSE:ACV
477	00119P102		ALLIANZGI EQTY & CONV INCOME F		
478	018829101	n/a	ALLIANZGI EQUITY & CONV INCO	n/a	NYSE:NIE
479	01900A718		ALLIANZGI GLOBAL WATER INST FU		
480	01883A107	Finance: Consumer Services	ALLIANZGI NFJ DIVID INT & PR	Finance	NYSE:NFJ
481	01903Q207	n/a	ALLIED CAPITAL ARCC6.875% 4/20	n/a	NYSE:AFC
482	019222108	Industrial Specialties	ALLIED HEALTHCARE PRODS INC	Health Care	NASDAQ:AHPI
483	019330109		ALLIED MOTION TECHNOLOGIES I		
484	B4LMCN9		ALLIED WORLD ASSURANCE CO		
485	056994866		ALLIED WORLD ASSURANCE CO		
486	012103277		ALLIED WORLD ASSURANCE CO HOLDINGS		
487	H0153110		ALLIED WRLD ASSUR COM HLDG A		
488	H01531104	Property-Casualty Insurers	ALLIED WRLD ASSUR COM HLDG A	Finance	NYSE:AWH
489	019621200	Medical/Dental Instruments	ALLIQUA BIOMEDICAL INC	Health Care	NASDAQ:ALQA
490	01973R101	Auto Parts:O.E.M.	ALLISON TRANSMISSION HLDGS I	Capital Goods	NYSE:ALSN
491	M0854Q105		ALLOT COMMUNICATIONS LTD		
492	IL0010996		ALLOT COMMUNICATIONS, LTD.		
493	01988P108	EDP Services	ALLSCRIPTS HEALTHCARE SOLUTN	Technology	NASDAQ:MDRX
494	01988PAD0		ALLSCRIPTS HEALTHCARE SOLUTN		
495	020002606		ALLSTATE 6.75% SER C PERP		
496	20002101		ALLSTATE CORP		
497	020002101	Property-Casualty Insurers	ALLSTATE CORP	Finance	NYSE:ALL
498	020002309		ALLSTATE CORP		
499	02000210		ALLSTATE CORP		
500	020002879		ALLSTATE CORP PFD 6.625% CALL		
501	02005N10		ALLY FINL INC		
502	02005N100	Finance: Consumer Services	ALLY FINL INC	Finance	NYSE:ALLY
503	020283305		ALMADEN MINERALS LTD		
504	02040910		ALMOST FAMILY INC		
505	020409108	Medical/Nursing Services	ALMOST FAMILY INC	Health Care	NASDAQ:AFAM
506	02043Q107	Major Pharmaceuticals	ALNYLAM PHARMACEUTICALS INC	Health Care	NASDAQ:ALNY
507	020520AB8		ALON USA ENERGY INC		
508	020520102	Integrated oil Companies	ALON USA ENERGY INC	Energy	NYSE:ALJ
509	20520102		ALON USA ENERGY INC		
510	02052T109	Integrated oil Companies	ALON USA PARTNERS LP	Energy	NYSE:ALDW
511	G6331P104	Semiconductors	ALPHA & OMEGA SEMICONDUCTOR	Technology	NASDAQ:AOSL
512	B5Q3KZ2		ALPHA & OMEGA SEMICONDUCTOR		
513	G6331P10		ALPHA & OMEGA SEMICONDUCTOR		
514	050579603		ALPHA & OMEGA SEMICONDUCTOR		
515	02072L300		ALPHA ARCHITECT ETF TR		
516	02072L201		ALPHA ARCHITECT ETF TR		
517	02072L409		ALPHA ARCHITECT ETF TR		
518	02072L102		ALPHA ARCHITECT ETF TR		
519	02071M507		ALPHA BANK AE SPONS ADR		
520	020772109		ALPHA PRO TECH LTD		
521	38250P706		ALPHABET (GOOGLE) INC CL C		
522	02079K107	Computer Software: Programming, Data Processing	ALPHABET INC	Technology	NASDAQ:GOOG
523	02079K30		ALPHABET INC		
524	02079K305	Computer Software: Programming, Data Processing	ALPHABET INC	Technology	NASDAQ:GOOGL
525	02079K907		ALPHABET INC		
526	2079K107		ALPHABET INC - CL C		
527	2079K305		ALPHABET INC CLASS A		
528	BYVY8G0		ALPHABET INC-CL A NPV		
529	02079K309		ALPHABET, INC. CLASS A		
530	02081G102		ALPHATEC HOLDINGS INC		
531	020875209		ALPINE DYNAMIC DVD FUND		
532	02082E205	n/a	ALPINE GLOBAL DYNAMIC DIVD F	n/a	NYSE:AGD
533	02083A103	n/a	ALPINE GLOBAL PREMIER PPTYS	n/a	NYSE:AWP
534	021060207	n/a	ALPINE TOTAL DYNAMIC DIVID F	n/a	NYSE:AOD
535	21060108		ALPINE TOTAL DYNAMIC FD		
536	00162Q726		ALPS ETF TR		
537	00162Q205		ALPS ETF TR		
538	00162Q544		ALPS ETF TR		
539	00162Q734		ALPS ETF TR		
540	00162Q585		ALPS ETF TR		
541	00162Q866		ALPS ETF TR		
542	00162Q676		ALPS ETF TR		
543	00162Q650		ALPS ETF TR		
544	00162Q718		ALPS ETF TR		
545	00162Q536		ALPS ETF TR		
546	00162Q494		ALPS ETF TR		
547	00162Q106		ALPS ETF TR		
548	00162Q593		ALPS ETF TR		
549	00162Q817		ALPS ETF TR		
550	00162Q783		ALPS ETF TR		
551	00162Q858		ALPS ETF TR		
552	00162Q668		ALPS ETF TR		
553	00162Q643		ALPS ETF TR		
554	021244207		ALSTOM ADR		
555	021361951		ALTAGAS LTD		
556	021361100		ALTAGAS LTD		
557	92299R115		ALTAIR - PACIFIC COAST CAP PTN		
558	ZZC99D246		ALTAIR - SPECIAL OPPORTUNITY		
559	976995100		ALTEGRIS WINTON FUTURES LP NSA		
560	02153X108		ALTISOURCE ASSET MGMT CORP		
561	L0175J104	Other Consumer Services	ALTISOURCE PORTFOLIO SOLNS S	Consumer Services	NASDAQ:ASPS
562	L0175J10		ALTISOURCE PORTFOLIO SOLNS S		
563	02153W100	Real Estate	ALTISOURCE RESIDENTIAL CORP	Finance	NYSE:RESI
564	020936100		ALTIUS MINERALS CORP.		
565	02208RAE6		ALTRA INDL MOTION CORP		
566	02208R106	Industrial Machinery/Components	ALTRA INDL MOTION CORP	Capital Goods	NASDAQ:AIMC
567	02208R10		ALTRA INDL MOTION CORP		
568	718154107		ALTRIA GROUP		
569	22095103		ALTRIA GROUP		
570	02208S103		ALTRIA GROUP		
571	02209S10		ALTRIA GROUP INC		
572	02209S103	Farming/Seeds/Milling	ALTRIA GROUP INC	Consumer Non-Durables	NYSE:MO
573	022095103		ALTRIA GROUP INC.		
574	022205108		ALUMINA LTD		
575	022276109	Aluminum	ALUMINUM CORP CHINA LTD	Basic Industries	NYSE:ACH
576	02261WAB5		ALZA CORP		
577	02263T104		AMADEUS IT HOLDING-UNSP ADR		
578	00163U106	Major Pharmaceuticals	AMAG PHARMACEUTICALS INC	Health Care	NASDAQ:AMAG
579	00163UAA4		AMAG PHARMACEUTICALS INC		
580	023111206		AMARIN CORP PLC		
581	23111206		AMARIN CORP PLC		
582	02314M108	Computer Software: Programming, Data Processing	AMAYA INC	Technology	NASDAQ:AYA
583	BT8J595		AMAYA INC.		
584	23135106		AMAZON COM INC		
585	023235106		AMAZON COM INC		
586	023135106	Catalog/Specialty Distribution	AMAZON COM INC	Consumer Services	NASDAQ:AMZN
587	231351065		AMAZON.COM		
588	023139116		AMBAC FINL GROUP INC		
589	023139884	Property-Casualty Insurers	AMBAC FINL GROUP INC	Finance	NASDAQ:AMBC
590	G037AX101	Semiconductors	AMBARELLA INC	Technology	NASDAQ:AMBA
591	02318Y108	Computer Software: Prepackaged Software	AMBER RD INC	Technology	NYSE:AMBR
592	02319V103		AMBEV SA		
593	BG804F6		AMBEV SA-ADR		
594	00165C104	Movies/Entertainment	AMC ENTMT HLDGS INC	Consumer Services	NYSE:AMC
595	00164V103	Television Services	AMC NETWORKS INC	Consumer Services	NASDAQ:AMCX
596	02341Q205		AMCON DISTRG CO		
597	606660806		AMCOR LIMITED       RP		
598	02341R302		AMCOR LTD ADR NEW		
599	002256908		AMDOCS		
600	G0260210		AMDOCS LTD		
601	G02602103	EDP Services	AMDOCS LTD	Technology	NASDAQ:DOX
602	2256908		AMDOCS LTD		
603	00167X205	Military/Government/Technical	AMEC FOSTER WHEELER PLC	Consumer Services	NYSE:AMFW
604	023435209		AMEDICA CORP		
605	023436108	Medical/Nursing Services	AMEDISYS INC	Health Care	NASDAQ:AMED
606	024071102		AMER BALANCED FD INC		
607	298706409		AMER EUROPACIFIC GRWTH CL F-1		
608	0258M0DP1		AMER EXPRESS CREDIT CO		
609	360802821		AMER FDS - FUNDAMENTAL INV		
610	B7FBFL2		AMER TOWER CORP COM NEW USD0.01		
611	023586100	Rental/Leasing Companies	AMERCO	Consumer Services	NASDAQ:UHAL
612	23608102		AMEREN CORP		
613	023608102	Power Generation	AMEREN CORP	Public Utilities	NYSE:AEE
614	236081024		AMEREN CORP		
615	02361E108	Engineering & Construction	AMERESCO INC	Basic Industries	NYSE:AMRC
616	02364V107		AMERICA FIRST MULTIFAMILY IN		
617	02364W204	Telecommunications Equipment	AMERICA MOVIL SAB DE CV	Public Utilities	NASDAQ:AMOV
618	02364W105	Telecommunications Equipment	AMERICA MOVIL SAB DE CV	Public Utilities	NYSE:AMX
619	02376R10		AMERICAN AIRLS GROUP		
620	02376R102	Air Freight/Delivery Services	AMERICAN AIRLS GROUP INC	Transportation	NASDAQ:AAL
621	023375108		AMERICAN AMCAP FUND - A		
622	023375827		AMERICAN AMCAP FUND F2		
623	024013104	Real Estate Investment Trusts	AMERICAN ASSETS TR INC	Consumer Services	NYSE:AAT
624	24013104		AMERICAN ASSETS TRUST INC		
625	02406110		AMERICAN AXLE & MFG		
626	24061103		AMERICAN AXLE & MFG HLDGS IN		
627	024061103	Auto Parts:O.E.M.	AMERICAN AXLE & MFG HLDGS IN	Capital Goods	NYSE:AXL
628	024071409		AMERICAN BALANCED FD CL F		
629	024071300		AMERICAN BALANCED FUND-C		
630	02368A638		AMERICAN BEACON		
631	024524126		AMERICAN BEACON BRIDGEWAY		
632	024524159		AMERICAN BEACON BRIDGEWAY		
633	024527400		AMERICAN BEACON LONDON INCOME		
634	097873103		AMERICAN BOND FUND OF AMERICA CLASS A		
635	02483510		AMERICAN CAMPUS CMNTYS INC		
636	024835100	Real Estate Investment Trusts	AMERICAN CAMPUS CMNTYS INC	Consumer Services	NYSE:ACC
637	24835100		AMERICAN CAMPUS CMNTYS INC COM		
638	140193301		AMERICAN CAP INCM BUILDER - C		
639	02503Y103	n/a	AMERICAN CAP LTD	n/a	NASDAQ:ACAS
640	02503Y10		AMERICAN CAP LTD		
641	02504A104	Real Estate Investment Trusts	AMERICAN CAP MTG INVT CORP	Consumer Services	NASDAQ:MTGE
642	02504D108	n/a	AMERICAN CAP SR FLOATING LTD	n/a	NASDAQ:ACSF
643	02503X204	Real Estate Investment Trusts	AMERICAN CAPITAL AGENCY 8.0% P	Consumer Services	NASDAQ:AGNCP
644	02503X10		AMERICAN CAPITAL AGENCY CORP		
645	02503X105	Real Estate Investment Trusts	AMERICAN CAPITAL AGENCY CORP	Consumer Services	NASDAQ:AGNC
646	140541822		AMERICAN CAPITAL WORLD BOND FUND F2		
647	025076209		AMERICAN CENT EQUITY INCOME		
648	02507M501		AMERICAN CENTURY INCOME & GROWTH FUND		
649	025086745		AMERICAN CENTURY INTL OPPORT I		
650	025351107		AMERICAN DEFENSE SYS INC		
651	02630F100		AMERICAN DEV WRLD GRWTH & INC		
652	025398108		AMERICAN DG ENERGY INC		
653	02553E106	Clothing/Shoe/Accessory Stores	AMERICAN EAGLE OUTFITTERS NE	Consumer Services	NYSE:AEO
654	025537101	Electric Utilities: Central	AMERICAN ELEC PWR INC	Public Utilities	NYSE:AEP
655	25537101		AMERICAN ELEC PWR INC		
656	02553710		AMERICAN ELEC PWR INC		
657	025576109	Industrial Machinery/Components	AMERICAN ELECTRIC TECH INC	Energy	NASDAQ:AETI
658	025676206	Life Insurance	AMERICAN EQTY INVT LIFE HLD	Finance	NYSE:AEL
659	25676206		AMERICAN EQUITY INVESTMENT LIFE HOLDING CO		
660	29875E100		AMERICAN EUROPACIFIC GROWTH FUND F2		
661	25816109		AMERICAN EXPRESS CO		
662	025816109	Finance: Consumer Services	AMERICAN EXPRESS CO	Finance	NYSE:AXP
663	258161092		AMERICAN EXPRESS CO		
664	025932401	Property-Casualty Insurers	AMERICAN F	Finance	NYSE:AFW
665	025932609	Property-Casualty Insurers	AMERICAN F	Finance	NYSE:AFGE
666	02589Y100		AMERICAN FARMLAND CO		
667	025932500	Property-Casualty Insurers	AMERICAN FINANCIAL GROUP	Finance	NYSE:AFA
668	025932708		AMERICAN FINANCIAL GROUP 6.0% PFD		
669	025932104	Property-Casualty Insurers	AMERICAN FINL GROUP INC OHIO	Finance	NYSE:AFG
670	25932104		AMERICAN FINL GROUP INC OHIO		
671	02593210		AMERICAN FINL GROUP INC OHIO		
672	298706821		AMERICAN FUND EUROPACIFIC GROWTH		
673	02629W106		AMERICAN FUNDS		
674	140543810		AMERICAN FUNDS CAPITAL WORLD		
675	02630F506		AMERICAN FUNDS DEVELOPING WORLD G&I F2		
676	02630F407		AMERICAN FUNDS INC CL F-1		
677	399874817		AMERICAN GROWTH FUND OF AMERICA		
678	026547109		AMERICAN HIGH INCOME TRUST CLASS A		
679	026545608		AMERICAN HIGH-INCOME M SHS CL		
680	02665T306	Real Estate Investment Trusts	AMERICAN HOMES 4 RENT	Consumer Services	NYSE:AMH
681	02665T801		AMERICAN HOMES 4 RENT PFD 6.35		
682	02665T405		AMERICAN HOMES 4 RENT PRFD A		
683	02665T702		AMERICAN HOMES 4RENT 6.50% PER		
684	453320103		AMERICAN INCOME FUND OF AMERICA		
685	453320814		AMERICAN INCOME FUND OF AMERICA		
686	458809829		AMERICAN INTERMED BOND OF AMERICA F2		
687	026874107		AMERICAN INTERNATIONAL GROUP		
688	026874784	Property-Casualty Insurers	AMERICAN INTL GROUP INC	Finance	NYSE:AIG
689	26874156		AMERICAN INTL GROUP INC		
690	26874784		AMERICAN INTL GROUP INC		
691	026874156		AMERICAN INTL GROUP INC		
692	027297100		AMERICAN LORAIN CORP		
693	02752P100	Natural Gas Distribution	AMERICAN MIDSTREAM PARTNERS	Public Utilities	NYSE:AMID
694	027681824		AMERICAN MUTUAL FUND CL F2		
695	027745108	Major Banks	AMERICAN NATL BANKSHARES INC	Finance	NASDAQ:AMNB
696	02859110		AMERICAN NATL INS CO		
697	028591105	Life Insurance	AMERICAN NATL INS CO	Finance	NASDAQ:ANAT
698	28591105		AMERICAN NATL INS CO COM		
699	649280104		AMERICAN NEW WORLD FUND CLASS A		
700	02913V103		AMERICAN PUBLIC EDUCATION IN		
701	02913V10		AMERICAN PUBLIC EDUCATION IN		
702	02916P103	Railroads	AMERICAN RAILCAR INDS INC	Capital Goods	NASDAQ:ARII
703	29227105		AMERICAN RENAL ASSOCIATES		
704	029227105		AMERICAN RENAL ASSOCIATES HO		
705	02927FAA0		AMERICAN RESIDENTIAL PROPERTIE		
706	29326105		AMERICAN RIVER BANKSHARES		
707	029326105	Major Banks	AMERICAN RIVER BANKSHARES	Finance	NASDAQ:AMRB
708	02932A106		AMERICAN RIVIERA BANK		
709	02917TAB0		AMERICAN RLTY CAP PPTYS INC		
710	02917TAA2		AMERICAN RLTY CAP PPTYS INC		
711	029174109	Real Estate	AMERICAN RLTY INVS INC	Finance	NYSE:ARL
712	029595105		AMERICAN SHARED HOSPITAL SVC		
713	029683109	Computer Software: Prepackaged Software	AMERICAN SOFTWARE INC	Technology	NASDAQ:AMSWA
714	02989910		AMERICAN STATES WATER CO		
715	29899101		AMERICAN STS WTR CO		
716	029899101	Water Supply	AMERICAN STS WTR CO	Public Utilities	NYSE:AWR
717	030111207	Metal Fabrications	AMERICAN SUPERCONDUCTOR CORP	Consumer Durables	NASDAQ:AMSC
718	30177109		AMERICAN TEL & TEL		
719	029912201		AMERICAN TOWER CORP		
720	03027X407		AMERICAN TOWER CORP NEW		
721	03027X308		AMERICAN TOWER CORP NEW		
722	03027X100	Real Estate Investment Trusts	AMERICAN TOWER CORP NEW	Consumer Services	NYSE:AMT
723	030371108	Agricultural Chemicals	AMERICAN VANGUARD CORP	Basic Industries	NYSE:AVD
724	03037110		AMERICAN VANGUARD CORP		
725	30371108		AMERICAN VANGUARD CORP		
726	939330304		AMERICAN WASH MUT INV - C		
727	939330817		AMERICAN WASHINGTON MUTUAL INV		
728	03050610		AMERICAN WOODMARK CORP		
729	030506109	Forest Products	AMERICAN WOODMARK CORP	Basic Industries	NASDAQ:AMWD
730	30420103		AMERICAN WTR WKS CO INC NEW		
731	030420103	Water Supply	AMERICAN WTR WKS CO INC NEW	Public Utilities	NYSE:AWK
732	03062T105	Automotive Aftermarket	AMERICAS CAR MART INC	Consumer Durables	NASDAQ:CRMT
733	03062T10		AMERICAS CAR MART INC		
734	030975106	Other Specialty Stores	AMERIGAS PARTNERS L P	Consumer Services	NYSE:APU
735	30975106		AMERIGAS PARTNERS L P		
736	03076C10		AMERIPRISE FINL INC		
737	03076C106	Investment Managers	AMERIPRISE FINL INC	Finance	NYSE:AMP
738	03076K108	Major Banks	AMERIS BANCORP	Finance	NASDAQ:ABCB
739	03071H100		AMERISAFE INC		
740	03074A102	Major Banks	AMERISERV FINL INC	Finance	NASDAQ:ASRV
741	03073E105	Other Pharmaceuticals	AMERISOURCEBERGEN CORP	Health Care	NYSE:ABC
742	002919959		AMERISOURCEBERGEN CORP.		
743	031001100	Major Banks	AMES NATL CORP	Finance	NASDAQ:ATLO
744	031100100	Metal Fabrications	AMETEK INC NEW	Consumer Durables	NYSE:AME
745	31100100		AMETEK INC NEW		
746	00170F209		AMG CAPITAL TRUST II		
747	00170K828		AMG FDS		
748	00170K869		AMG FDS		
749	008252876	Investment Managers	AMG PFD 6.375%	Finance	NYSE:MGR
750	031162100	Biotechnology: Biological Products (No Diagnostic Substances)	AMGEN INC	Health Care	NASDAQ:AMGN
751	31162100		AMGEN INC		
752	03116210		AMGEN INC		
753	311621007		AMGEN INC.		
754	03152W109	Major Pharmaceuticals	AMICUS THERAPEUTICS INC	Health Care	NASDAQ:FOLD
755	03152E109		AMIDEX35 ISRAEL MUTUAL FUND		
756	G0335L102	Packaged Foods	AMIRA NATURE FOODS LTD	Consumer Non-Durables	NYSE:ANFI
757	031652100	Semiconductors	AMKOR TECHNOLOGY INC	Technology	NASDAQ:AMKR
758	03165210		AMKOR TECHNOLOGY INC		
759	31652100		AMKOR TECHNOLOGY INC		
760	00174410		AMN HEALTHCARE SERVI		
761	001744101	Professional Services	AMN HEALTHCARE SERVICES INC	Technology	NYSE:AHS
762	1744101		AMN HEALTHCARE SERVICES INC		
763	0017EP202		AMP LIMITED		
764	32037103		AMPCO PITTSBURGH		
765	032037103	Fluid Controls	AMPCO-PITTSBURGH CORP	Capital Goods	NYSE:AP
766	03209R103	Major Pharmaceuticals	AMPHASTAR PHARMACEUTICALS IN	Health Care	NASDAQ:AMPH
767	032095101	Electrical Products	AMPHENOL CORP NEW	Capital Goods	NYSE:APH
768	32095101		AMPHENOL CORP NEW		
769	03209T109		AMPIO PHARMACEUTICALS INC		
770	032108102		AMPLIFY ETF TR		
771	03211L102	Packaged Foods	AMPLIFY SNACK BRANDS	Consumer Non-Durables	NYSE:BETR
772	03211P202		AMPLIPHI BIOSCIENCES CORP		
773	032159105	Newspapers/Magazines	AMREP CORP NEW	Consumer Services	NYSE:AXR
774	03232P504	Medical/Nursing Services	AMSURG CORP	Health Care	NASDAQ:AMSGP
775	03232P405	Medical/Nursing Services	AMSURG CORP	Health Care	NASDAQ:AMSG
776	032332504	Industrial Machinery/Components	AMTECH SYS INC	Technology	NASDAQ:ASYS
777	032359507		AMTRUST FINANCIAL 7.25% CUM QD		
778	032359861	Property-Casualty Insurers	AMTRUST FINANCIAL 7.25% SRNT C	Finance	NYSE:AFSS
779	032359887		AMTRUST FINANCIAL 7.5% QDI CAL		
780	032359853	Property-Casualty Insurers	AMTRUST FINANCIAL 7.50%NTS 205	Finance	NYSE:AFST
781	032359705		AMTRUST FINANCIAL 7.625%CUM QD		
782	032359846		AMTRUST FINANCIAL 7.75% QDI CA		
783	032359309	Property-Casualty Insurers	AMTRUST FINL SVCS INC	Finance	NASDAQ:AFSI
784	032359AG6		AMTRUST FINL SVCS INC		
785	03236MAD3		AMYRIS INC		
786	03236M101	Major Chemicals	AMYRIS INC	Basic Industries	NASDAQ:AMRS
787	03236MAC5		AMYRIS INC		
788	032350100		ANA HOLDINGS INC		
789	032511107	Oil & Gas Production	ANADARKO PETE CORP	Energy	NYSE:APC
790	32511107		ANADARKO PETE CORP		
791	032511404	Oil & Gas Production	ANADARKO PETE CORP	Energy	NYSE:AEUA
792	032523201		ANADOLU EFES BIRACILIK ADR		
793	32654105		ANALOG DEVICES INC		
794	032654105	Semiconductors	ANALOG DEVICES INC	Technology	NASDAQ:ADI
795	032657207	Electrical Products	ANALOGIC CORP	Capital Goods	NASDAQ:ALOG
796	032797300		ANAVEX LIFE SCIENCES CORP		
797	032838104	Banks	ANCHOR BANCORP WA	Finance	NASDAQ:ANCB
798	034164103	Farming/Seeds/Milling	ANDERSONS INC	Consumer Services	NASDAQ:ANDE
799	G0441P120		ANDINA ACQUISITION CORP II		
800	G0441P104		ANDINA ACQUISITION CORP II		
801	G0441P138		ANDINA ACQUISITION CORP II		
802	034754101	Advertising	ANGIES LIST INC	Consumer Services	NASDAQ:ANGI
803	03475410		ANGIES LIST INC		
804	03475V101	Medical/Dental Instruments	ANGIODYNAMICS INC	Health Care	NASDAQ:ANGO
805	03475V10		ANGIODYNAMICS INC		
806	03485P300		ANGLO AMERICAN PLC		
807	35128206		ANGLOGOLD ASHANTI LTD		
808	035128206	Precious Metals	ANGLOGOLD ASHANTI LTD	Basic Industries	NYSE:AU
809	035242AG1		ANHEUSER - BUSCH INBEV FIN		
810	4755317		ANHEUSER BUSCH INB NPV		
811	03524A10		ANHEUSER BUSCH INBEV SA/NV		
812	03524A108		ANHEUSER BUSCH INBEV SA/NV		
813	035229103		ANHEUSER-BUSCH		
814	035243104		ANHUI CONCH CEMENT-H-UNS ADR		
815	00182C103		ANI PHARMACEUTICALS INC		
816	00182CAA1		ANI PHARMACEUTICALS INC		
817	35255108		ANIKA THERAPEUTICS INC		
818	035255108	Medical/Dental Instruments	ANIKA THERAPEUTICS INC	Health Care	NASDAQ:ANIK
819	035290105	Telecommunications Equipment	ANIXTER INTL INC	Consumer Non-Durables	NYSE:AXE
820	35710409		ANNALY CAP MGMT INC		
821	035710409	Real Estate Investment Trusts	ANNALY CAP MGMT INC	Consumer Services	NYSE:NLY
822	035710508		ANNALY CAP MGMT INC PFD SER A		
823	035710805		ANNALY CAP MGMT INC PFD SER D		
824	035710706		ANNALY CAPITAL 7.625% PERP CL		
825	357104092		ANNALY CAPITAL MANAGEMENT INC		
826	0332Q105		ANSYS INC		
827	03662Q10		ANSYS INC		
828	03662Q105	Computer Software: Prepackaged Software	ANSYS INC	Technology	NASDAQ:ANSS
829	036642106	Medical/Dental Instruments	ANTARES PHARMA INC	Health Care	NASDAQ:ATRS
830	03673L103	Natural Gas Distribution	ANTERO MIDSTREAM PARTNERS LP	Public Utilities	NYSE:AM
831	03674X106	Oil & Gas Production	ANTERO RES CORP	Energy	NYSE:AR
832	03674X10		ANTERO RES CORP		
833	036752103		ANTHEM INC		
834	36752103		ANTHEM INC		
835	036752202	Medical Specialities	ANTHEM INC	Health Care	NYSE:ANTX
836	03675210		ANTHEM INC		
837	03674U201	Major Pharmaceuticals	ANTHERA PHARMACEUTICALS INC	Health Care	NASDAQ:ANTH
838	037189107		ANTOFAGASTA PLC SPON ADR		
839	037347101	Real Estate Investment Trusts	ANWORTH MORTGAGE ASSET CP	Consumer Services	NYSE:ANH
840	00B5BT0K0		AON		
841	22532R101	Finance: Consumer Services	AON CAP 8.205% 1/27 NON-CALL B	Finance	NYSE:KTN
842	037389103		AON CORP		
843	0408V1025		AON CORP.		
844	B5BT0K0US		AON PLC		
845	G0408V102	Specialty Insurers	AON PLC	Finance	NYSE:AON
846	SB5BT0K04		AON PLC		
847	B5BT0K0		AON PLC CL A		
848	03740A106		AOXING PHARMACEUTICAL CO INC		
849	037400108		AOZORA BK LTD SPONSORED ADR		
850	B15Y0C5		AP ALTERNATIVE ASSETS LP		
851	G04036102		AP ALTERNATIVE ASSETS LP		
852	00186K101		AP ALTERNATIVE ASSETS LP		
853	037411105	Oil & Gas Production	APACHE CORP	Energy	NYSE:APA
854	37411105		APACHE CORP		
855	03748R762		APARTMENT INVT & MGMT CO		
856	03748R101		APARTMENT INVT & MGMT CO		
857	03754H104		APERAM		
858	03765N108	Computer Software: Prepackaged Software	APIGEE CORP	Technology	NASDAQ:APIC
859	037598109	Auto Parts:O.E.M.	APOGEE ENTERPRISES INC	Capital Goods	NASDAQ:APOG
860	37598109		APOGEE ENTERPRISES INC		
861	03762U105	Real Estate Investment Trusts	APOLLO COML REAL EST FIN INC	Consumer Services	NYSE:ARI
862	03762UAA3		APOLLO COML REAL EST FIN INC		
863	03762U402		APOLLO COML REAL EST SERIES A		
864	037604105	Other Consumer Services	APOLLO ED GROUP INC	Consumer Services	NASDAQ:APOL
865	37612306		APOLLO GLOBAL MGMT LLC		
866	037612306	Investment Managers	APOLLO GLOBAL MGMT LLC	Finance	NYSE:APO
867	03761U106	n/a	APOLLO INVT CORP	n/a	NASDAQ:AINV
868	03763V102	Real Estate Investment Trusts	APOLLO RESIDENTIAL MTG INC	Consumer Services	NYSE:AMTG
869	037636107	n/a	APOLLO SR FLOATING RATE FD I	n/a	NYSE:AFT
870	037638103	n/a	APOLLO TACTICAL INCOME FD IN	n/a	NYSE:AIF
871	03783C100	Computer Software: Prepackaged Software	APPFOLIO INC	Technology	NASDAQ:APPF
872	378331003		APPLE COMPUTER, INC.		
873	03784Y200	Real Estate Investment Trusts	APPLE HOSPITALITY REIT INC	Consumer Services	NYSE:APLE
874	03783310		APPLE INC		
875	37833100		APPLE INC		
876	03814F205	Home Furnishings	APPLIANCE RECYCLING CTRS AME	Consumer Services	NASDAQ:ARCI
877	03815U201		APPLIED DNA SCIENCES INC		
878	03815U110		APPLIED DNA SCIENCES INC		
879	03820J100	Biotechnology: Biological Products (No Diagnostic Substances)	APPLIED GENETIC TECHNOL CORP	Health Care	NASDAQ:AGTC
880	03820C10		APPLIED INDL TECHNOLOGIES IN		
881	03820C105	Industrial Specialties	APPLIED INDL TECHNOLOGIES IN	Consumer Durables	NYSE:AIT
